03:19:31,conversion_rate,0.059,after
03:19:31,latency,120.0,after
03:19:31,error_rate,0.018,after
03:19:31,clicks,108.0,after
03:19:31,conversion_rate,0.042,after
03:19:31,latency,178.0,after
03:19:31,error_rate,0.01,after
03:19:31,clicks,96.0,after
03:19:31,conversion_rate,0.036,after
03:19:32,latency,171.0,after
03:19:32,error_rate,0.016,after
03:19:32,clicks,136.8,after
03:19:32,conversion_rate,0.025,after
03:19:32,latency,158.0,after
03:19:32,error_rate,0.005,after
03:19:32,clicks,132.0,after
03:19:32,conversion_rate,0.057,after
03:19:32,latency,132.0,after
03:19:32,error_rate,0.015,after
03:19:32,clicks,130.8,after
03:19:32,conversion_rate,0.04,after
03:19:32,latency,153.0,after
03:19:32,error_rate,0.019,after
03:19:33,clicks,139.2,after
03:19:33,conversion_rate,0.029,after
03:19:33,latency,130.0,after
03:19:33,error_rate,0.011,after
03:19:33,clicks,106.8,after
03:19:33,conversion_rate,0.034,after
03:19:33,latency,165.0,after
03:19:33,error_rate,0.007,after
03:19:33,clicks,126.0,after
03:19:34,conversion_rate,0.054,after
03:19:34,latency,151.0,after
03:19:34,error_rate,0.015,after
03:19:34,clicks,134.4,after
03:19:34,conversion_rate,0.059,after
03:19:34,latency,176.0,after
03:19:34,error_rate,0.008,after
03:19:34,clicks,109.2,after
03:19:34,conversion_rate,0.044,after
03:19:34,latency,135.0,after
03:19:34,error_rate,0.016,after
03:19:34,clicks,112.8,after
03:19:34,conversion_rate,0.054,after
03:19:34,latency,151.0,after
03:19:34,error_rate,0.007,after
03:19:34,clicks,138.0,after
03:19:34,conversion_rate,0.048,after
03:19:35,latency,179.0,after
03:19:35,error_rate,0.011,after
03:19:35,clicks,116.4,after
03:19:35,conversion_rate,0.029,after
03:19:35,latency,125.0,after
03:19:35,error_rate,0.017,after
03:19:35,clicks,144.0,after
03:19:35,conversion_rate,0.037,after
03:19:36,latency,152.0,after
03:19:36,error_rate,0.009,after
03:19:36,clicks,99.6,after
03:19:36,conversion_rate,0.026,after
03:19:36,latency,167.0,after
03:19:36,error_rate,0.008,after
03:19:36,clicks,121.2,after
03:19:36,conversion_rate,0.038,after
03:19:36,latency,170.0,after
03:19:36,error_rate,0.019,after
03:19:36,clicks,132.0,after
03:19:36,conversion_rate,0.05,after
03:19:37,latency,121.0,after
03:19:37,error_rate,0.011,after
03:19:37,clicks,128.4,after
03:19:37,conversion_rate,0.045,after
03:19:37,latency,146.0,after
03:19:37,error_rate,0.009,after
03:19:37,clicks,110.4,after
03:19:37,conversion_rate,0.043,after
03:19:37,latency,133.0,after
03:19:37,error_rate,0.02,after
03:19:38,clicks,116.4,after
03:19:38,conversion_rate,0.027,after
03:19:38,latency,129.0,after
03:19:38,error_rate,0.012,after
03:19:38,clicks,99.6,after
03:19:38,conversion_rate,0.034,after
03:19:38,latency,127.0,after
03:19:38,error_rate,0.016,after
03:19:38,clicks,120.0,after
03:19:38,conversion_rate,0.041,after
03:19:38,latency,158.0,after
03:19:38,error_rate,0.016,after
03:19:38,clicks,112.8,after
03:19:38,conversion_rate,0.051,after
03:19:38,latency,153.0,after
03:19:39,error_rate,0.013,after
